104.991880300000010,25.433043049999998,35499183.2119,2814025.0244
104.991880499999990,25.429071149999999,35499183.2052,2813585.01992
104.993769300000000,25.429071250000000,35499373.2122,2813585.02078
104.993769300000000,25.428794210000000,35499373.2108,2813554.33048
104.993685799999990,25.428789040000002,35499364.8109,2813553.75814
104.993194100000000,25.428907830000000,35499315.3481,2813566.92005
104.992639700000000,25.429011010000000,35499259.5778,2813578.35322
104.992275600000000,25.429067979999999,35499222.9509,2813584.66639
104.991732799999990,25.429021060000000,35499168.3467,2813579.4719
104.991220500000000,25.429017730000002,35499116.811,2813579.10629
104.991063600000000,25.428985879999999,35499101.0271,2813575.57902
104.991018999999990,25.428877580000002,35499096.5397,2813563.58192
104.991110100000000,25.428700469999999,35499105.7028,2813543.96118
104.991241100000000,25.428502710000000,35499118.8795,2813522.05259
104.991157800000000,25.428364980000001,35499110.4988,2813506.79551
104.990892600000000,25.428252170000000,35499083.8195,2813494.30029
104.990423600000000,25.428092230000001,35499036.6381,2813476.58556
104.990291600000010,25.428010780000001,35499023.3586,2813467.56354
104.989992900000000,25.427976019999999,35498993.3098,2813463.71507
104.989708900000000,25.427984510000002,35498964.7401,2813464.65776
104.989423599999990,25.428043089999999,35498936.0402,2813471.14946
104.989036100000010,25.428092410000001,35498897.0591,2813476.61624
104.988753399999990,25.428050809999998,35498868.6198,2813472.01019
104.988558500000000,25.427960909999999,35498849.0125,2813462.05279
104.988331500000000,25.427898979999998,35498826.1762,2813455.19421
104.988125500000000,25.427937709999998,35498805.4535,2813459.48652
104.988067200000000,25.428065369999999,35498799.5899,2813473.62913
104.988031400000000,25.428236439999999,35498795.9902,2813492.58047
104.987995600000000,25.428407520000000,35498792.3905,2813511.53291
104.987890100000000,25.428527050000000,35498781.7787,2813524.77532
104.987795000000010,25.428546579999999,35498772.2121,2813526.93972
104.987598600000000,25.428521069999999,35498752.4546,2813524.11556
104.987255100000000,25.428385160000001,35498717.898,2813509.0628
104.987112900000000,25.428396559999999,35498703.5932,2813510.32706
104.986969300000000,25.428465200000002,35498689.1482,2813517.93235
104.986779299999990,25.428497090000000,35498670.0351,2813521.46698
104.986443400000000,25.428375650000000,35498636.2431,2813508.01733
104.986279700000000,25.428300700000001,35498619.7745,2813499.71611
104.986069099999990,25.428210470000000,35498598.5876,2813489.72269
104.985739100000000,25.428167899999998,35498565.39,2813485.01032
104.985529300000000,25.428041889999999,35498544.2831,2813471.05329
104.985139800000000,25.427854920000001,35498505.0981,2813450.34519
104.984922100000010,25.427735909999999,35498483.1965,2813437.1638
104.984809200000000,25.427518830000000,35498471.8363,2813413.11712
104.984489200000000,25.427390549999998,35498439.6433,2813398.91006
104.984248500000010,25.427242430000000,35498415.4274,2813382.50426
104.984227899999990,25.427232499999999,35498413.3549,2813381.40447
104.984374500000000,25.429386560000001,35498428.1305,2813620.02801
104.984460900000000,25.429333170000000,35498436.8214,2813614.11249
104.984818600000000,25.429218570000000,35498472.8033,2813601.41303
104.985039500000000,25.429189930000000,35498495.0247,2813598.2378
104.985302500000000,25.429228169999998,35498521.4821,2813602.47106
104.985418200000000,25.429333280000002,35498533.1224,2813614.1138
104.985586600000000,25.429457490000001,35498550.0643,2813627.87186
104.985681200000000,25.429744110000001,35498559.5841,2813659.62241
104.985681200000000,25.429973390000001,35498559.5869,2813685.02189
104.985597000000000,25.430078470000002,35498551.118,2813696.66349
104.985439200000000,25.430269530000000,35498535.2462,2813717.83072
104.985155100000000,25.430556100000000,35498506.6705,2813749.5799
104.984965700000000,25.430708939999999,35498487.6197,2813766.51355
104.985007700000000,25.430880909999999,35498491.8468,2813785.5638
104.985344400000000,25.431024250000000,35498525.7189,2813801.43915
104.985712600000000,25.431177150000000,35498562.7599,2813818.37329
104.986312200000000,25.431444710000001,35498623.0796,2813848.00709
104.986585800000000,25.431502060000000,35498650.603,2813854.35749
104.986785700000000,25.431635830000001,35498670.7133,2813869.17444
104.986838199999990,25.431788690000001,35498675.9962,2813886.10765
104.986985500000000,25.431979770000002,35498690.8158,2813907.27392
104.987111799999990,25.432017999999999,35498703.5213,2813911.50778
104.987332700000000,25.432084900000000,35498725.7433,2813918.91679
104.987416800000010,25.432228210000002,35498734.2047,2813934.79178
104.987543100000000,25.432371520000000,35498746.9113,2813950.66638
104.987764000000000,25.432495740000000,35498769.1337,2813964.42533
104.988132200000000,25.432543540000001,35498806.1728,2813969.71724
104.988816099999990,25.432553150000000,35498874.969,2813970.77589
104.989415800000000,25.432534100000002,35498935.295,2813968.66062
104.989805100000000,25.432495910000000,35498974.4558,2813964.42691
104.990289000000000,25.432505500000001,35499023.1333,2813965.48565
104.990604600000000,25.432581949999999,35499054.8813,2813973.95246
104.990962300000010,25.432792160000002,35499090.8652,2813997.2369
104.991219300000000,25.433042990000001,35499116.7196,2814025.02197
